N,F0,PER,d0,v0,collision,attack
8,-4,0.110000014,6.761,88,0,1
4,-8,0.73,8.675,33,0,0
6,-2,0.46,5.369,84,0,0
6,-8,0.74,4.616,40,0,1
8,-6,0.26,8.999,40,1,1
4,-5,0.43,6.761,76,0,0
8,-4,0.33,7.607,32,1,1
3,-6,0.24,4.413,86,0,0
4,-7,0.39,8.364,61,0,0
4,-4,0.05,7.577,11,0,0
6,-4,0.57,8.153,74,0,1
4,-6,0.79,7.843,88,1,0
6,-4,0.47,8.909,19,0,0
8,-8,0.59,7.043,84,0,1
3,-8,0.11,5.768,53,0,1
8,-3,0.05,6.303,44,0,0
4,-6,0.31,5.943,50,0,1
8,-8,0.63,6.728,26,0,1
10,-8,0.18,6.305,64,1,1
6,-4,0.99,7.721,48,0,1
3,-7,0.1,5.914,33,0,0
6,-6,0.84,6.375,86,0,1
4,-8,0.44,7.548,32,1,1
4,-6,0.8,5.603,66,1,0
5,-6,0.59,8.722,64,1,0
10,-8,0.63,5.101,87,1,0
10,-2,0.77,7.039,74,1,0
7,-8,0.85,7.828,38,1,0
4,-2,0.49,4.407,88,0,0
4,-6,0.94,5.559,56,0,1
9,-8,0.32,5.223,33,0,0
10,-4,0.51,7.041,26,0,1
8,-8,0.83,4.726,90,1,1
8,-4,0.28,8.442,61,0,0
6,-4,0.46,4.642,40,1,1
2,-2,0.45,8.165,44,1,1
8,-6,0.01,5.281,52,0,1
10,-8,0.19,6.003,56,1,1
2,-2,0.41000003,4.959,64,1,1
6,-8,0.4,6.75,14,1,1
8,-4,1.0,4.373,41,1,0
8,-4,0.33,8.274,56,1,1
7,-5,0.65,7.854,45,1,0
6,-4,0.44,6.747,36,1,1
4,-3,0.09,8.142,52,0,1
5,-4,0.89,4.168,81,1,0
2,-8,0.6,3.9060001,80,0,1
4,-6,0.38,7.777,40,1,1
6,-2,0.34,8.502,50,1,1
6,-6,0.42000002,7.848,22,1,1
10,-7,0.76,7.194,29,1,0
8,-8,0.29000002,4.722,74,1,1
7,-5,0.44,7.538,35,0,0
9,-8,0.43,6.159,36,0,0
10,-2,0.14,4.228,75,1,0
8,-4,0.09,8.782,78,1,1
8,-4,0.33,8.685,29,0,0
5,-6,0.86,6.137,82,1,0
6,-5,0.06,8.636,49,0,0
3,-3,0.87,6.92,87,1,0
7,-2,0.32,5.041,80,0,0
9,-4,0.5,7.737,33,0,0
4,-4,0.32,6.517,48,1,1
6,-8,0.24000001,6.627,58,1,1
4,-4,0.08,8.537,23,0,0
6,-7,0.96,7.379,41,1,0
8,-6,0.34,7.479,48,1,1
8,-6,0.75,8.078,40,0,1
4,-6,0.48000002,5.966,74,1,1
9,-5,0.92,5.153,14,1,0
8,-5,0.45,8.561,73,0,0
10,-8,0.38,5.237,50,1,1
6,-2,0.08,9.455,80,0,1
5,-8,0.92,8.15,40,1,0
3,-1,0.13,8.13,76,0,1
8,-6,0.18,6.549,24,1,1
8,-6,0.96,4.417,26,0,1
5,-4,0.25,5.96,36,0,0
8,-2,0.8,3.615,46,0,1
6,-7,0.95,4.008,66,1,0
6,-6,0.91999996,5.504,42,0,1
8,-2,0.82,4.44,58,0,1
10,-6,0.16000003,5.341,50,1,1
2,-4,0.35000002,6.204,68,1,1
6,-4,0.93,4.053,72,0,1
8,-6,0.81,4.326,76,1,0
7,-5,0.96,4.794,19,1,0
6,-7,0.47,5.457,21,0,0
6,-6,0.28,8.274,44,1,1
8,-2,0.19,6.202,10,0,0
5,-1,0.72,8.449,31,0,0
8,-6,0.83,4.31,27,1,0
8,-8,0.58,4.757,64,0,1
2,-8,0.39,7.343,52,1,1
7,-3,0.05,5.204,18,0,0
9,-8,0.81,4.879,15,1,0
8,-4,0.85,5.795,16,0,1
3,-3,0.89,5.071,52,1,0
8,-5,0.6,7.557,57,0,0
8,-6,0.37,8.242,82,1,1
6,-8,0.17000002,6.44,74,1,1
4,-8,0.64,6.19,82,0,1
10,-4,0.120000005,7.256,80,1,1
8,-7,0.76,7.461,77,1,0
9,-4,0.37,6.055,15,0,0
8,-2,0.55,5.906,40,0,1
3,-3,0.2,8.266,39,0,1
8,-4,0.77,7.216,34,0,1
8,-6,0.33,6.51,60,1,1
9,-8,0.99,5.008,20,1,0
4,-2,0.39,5.848,74,1,1
8,-8,0.69,4.301,58,0,1
4,0,0.31,8.826,66,0,1
7,-2,0.46,6.88,57,0,0
8,-7,0.54,4.565,54,0,0
10,-7,0.32,7.716,11,1,0
8,-6,0.23000002,4.871,64,1,1
9,-3,0.4,8.609,20,1,0
8,-2,0.97,7.038,26,0,1
5,-6,0.96,5.851,21,1,0
8,-4,0.32,6.719,66,1,1
9,-1,0.52,5.291,34,0,0
8,-8,0.94,8.126,66,1,0
3,-2,0.07,7.826,43,0,1
4,-6,0.45,8.452,66,0,0
6,-8,0.93,4.424,24,0,1
8,-6,0.93,4.788,74,1,1
8,-6,0.74,6.135,60,0,1
6,-6,0.28,9.421,16,0,1
2,-8,0.87,7.5530005,18,0,1
3,-8,0.08,4.601,13,0,1
7,-6,0.59,8.43,82,1,0
10,-3,0.13,4.938,50,1,0
8,-2,0.17,4.445,39,0,0
6,-4,0.42000002,8.426,70,1,1
7,-3,0.42,4.038,51,0,0
9,-4,0.93,7.49,40,1,0
8,-7,0.73,4.875,43,0,0
10,-4,0.3,5.336,70,1,1
6,-2,0.86,4.455,90,0,1
10,-2,0.29000002,7.638,58,1,1
7,-2,0.46,4.827,33,0,0
6,-4,0.43,7.642,60,1,1
3,-1,0.86,4.046,24,0,0
8,-2,0.27,8.191999,78,1,1
10,-6,0.83,4.62,70,1,0
3,-7,0.46,6.347,53,0,0
3,-8,0.33,7.423,15,0,0
8,-6,0.31,7.573,58,1,1
8,-8,0.100000024,5.427,70,1,1
6,-8,0.91999996,8.103,82,0,1
4,-6,0.38,6.566,24,0,0
4,-8,0.05,4.606,54,0,0
6,-8,0.98,4.295,62,1,1
4,-8,0.74,8.23,66,0,1
8,-4,0.15,8.252,52,1,1
4,-4,0.65,6.389,88,0,1
6,-4,0.74,4.401,88,1,0
4,-4,0.46,9.217,70,1,1
4,-8,0.62,8.344,81,1,0
10,-4,0.11,4.483,21,1,0
6,-8,0.72,7.035,16,0,1
6,0,0.34,6.735,58,1,1
10,-4,0.36,4.367,50,1,0
10,-6,0.15,6.821,40,1,1
9,-6,0.68,7.383,71,1,0
5,-1,0.8,6.927,29,1,0
4,-8,0.17000002,6.542,72,1,1
4,-4,0.88,7.193,46,0,1
4,-6,0.75,5.113,90,0,1
4,-5,0.45,6.957,16,0,0
3,-3,0.05,4.966,50,0,0
4,-4,0.94,8.816,39,1,0
7,-8,0.34,6.986,84,0,0
8,-8,0.76,8.522,41,1,0
6,-2,0.43,9.06,32,1,1
9,-6,0.58,4.971,25,1,0
3,-5,0.12,7.123,31,0,0
8,-4,0.09,4.547,40,0,1
6,-8,0.29,5.074,83,0,0
7,-3,0.86,7.293,20,1,0
8,-6,0.13,8.145,42,1,1
10,-6,0.39,6.514,38,1,1
6,-2,0.43,4.167,63,0,0
4,-2,0.26,8.143,78,1,1
8,-1,0.23,6.635,81,0,0
5,-1,0.94,6.593,73,1,0
5,-7,0.25,6.254,72,0,0
8,-6,0.71,5.986,12,0,1
8,-6,0.18,5.255,40,1,1
8,-6,0.42000002,8.212999,50,1,1
10,-4,0.27,6.546,46,1,0
10,-8,0.99,8.224,25,1,0
8,-2,0.03,4.906,80,0,1
8,-2,0.050000012,4.881,24,0,1
8,-4,0.61,5.965,50,0,1
6,-2,0.22000003,7.026,46,1,1
6,-8,0.77,4.589,90,0,1
3,-4,0.59,4.082,39,0,0
4,-4,0.22000003,5.572,62,1,1
4,-3,0.24,4.18,23,0,0
5,-6,0.71,8.86,44,0,0
5,-1,0.9,6.336,15,1,0
6,-8,0.98,6.788,40,1,1
6,-3,0.24,8.358,45,0,0
8,-7,0.65,7.922,53,1,0
5,-8,0.93,8.733,74,1,0
6,-6,0.03,6.732,39,0,0
6,-5,0.34,6.298,30,0,0
9,-3,0.03,5.785,28,0,0
10,-2,0.32,7.684,55,1,0
8,-6,0.88,4.953,22,0,1
5,-8,0.95,5.429,27,1,0
8,-5,0.0,7.881,64,0,0
6,-2,0.75,7.157,46,0,1
8,-8,0.92,4.2,86,1,0
3,-4,0.32,7.996,45,0,0
8,-4,0.4,4.898,52,1,1
2,-2,0.8,7.846,62,0,1
10,-4,0.5,6.087,27,1,0
8,-2,0.75,5.511,71,1,0
3,-3,0.1,8.793,18,0,1
6,-2,0.47,7.072,46,0,0
10,-3,0.22,7.497,72,1,0
8,-4,0.21,8.076,80,1,1
5,-8,0.28,7.486,14,0,0
8,-6,0.13,9.205,16,0,1
9,-2,0.24,8.735,55,0,0
6,-3,0.24,4.643,74,0,0
4,-2,0.43,5.691,47,0,0
6,-2,0.34,8.919,80,0,0
7,-5,0.77,6.234,70,1,0
10,-2,0.01,6.669,52,1,1
4,-4,0.07,6.788,80,0,1
4,-2,0.81,6.339,75,1,0
8,-2,0.97,6.27,53,1,0
10,-2,0.17000002,8.755,36,1,1
6,-6,0.22000003,5.916,74,1,1
3,-7,0.8,4.811,54,0,0
6,-8,0.85,7.481,32,0,1
7,-4,0.7,7.465,28,1,0
8,-6,0.96,5.849,28,0,1
8,-4,0.02,7.976,60,1,1
4,-2,0.33,4.107,43,0,0
9,-7,0.58,5.423,12,1,0
3,-4,0.04,6.766,20,0,1
3,-6,0.37,7.958,88,0,0
7,-8,0.22,7.498,88,1,0
8,-8,0.96,5.365,38,0,1
5,-5,0.82,6.816,51,1,0
6,-2,0.55,4.965,32,0,1
8,-6,0.5,5.062,43,0,0
4,-2,0.89,4.477,60,0,1
3,-8,0.57,8.879,70,0,0
8,-8,0.27,6.632,16,1,1
10,-4,0.37,6.973,42,1,1
8,-8,0.32,6.767,81,0,0
4,-4,0.3,5.928,44,1,1
4,-3,0.14,5.546,34,0,1
7,-8,0.39,5.164,13,0,0
6,-6,0.85,7.151,32,0,1
6,-2,0.8,4.441,40,1,0
10,-5,0.95,8.162,11,1,0
6,-4,0.3,4.919,19,0,0
10,-5,0.45,5.473,77,1,0
8,-6,0.23000002,7.085,80,1,1
8,-8,0.72,5.109,46,0,1
10,-6,0.69,7.746,38,1,0
8,-4,0.90999997,6.967,68,0,1
2,-6,0.32,8.183,84,1,1
6,-6,0.2,6.748,70,1,1
4,0,0.29000002,9.31,72,0,1
2,-8,0.94,8.037,40,0,1
8,-4,0.01,5.026,88,1,1
5,-8,0.86,8.032,81,1,0
6,-2,0.42,8.672,13,0,0
9,-2,0.88,7.356,42,1,0
3,-8,0.21,6.686,60,0,0
9,-5,0.75,5.799,19,0,0
4,-4,0.25,9.434,40,0,1
8,-8,0.25,8.604,40,0,0
4,-6,0.64,7.568,30,0,0
6,-6,0.39,9.069,26,1,1
3,-5,0.59,5.659,12,0,0
6,-8,0.64,7.428,70,0,1
8,-1,0.64,7.887,65,0,0
8,-7,0.48,4.659,37,0,0
2,-6,0.87,7.178,24,0,1
10,-6,0.21,5.221,29,1,0
6,-2,0.99,5.23,90,0,1
10,-8,0.39,9.039,38,1,1
5,-5,0.73,7.452,49,1,0
10,-8,0.57,7.516,17,1,0
3,-7,0.46,6.165,41,0,0
4,-3,0.31,6.751,44,0,0
8,-2,0.94,4.662,18,0,1
7,-6,0.03,5.709,48,0,0
8,-8,0.52,8.577,67,1,0
2,-4,0.88,7.565,46,0,1
2,-4,0.38,5.266,62,1,1
7,-1,0.19,6.862,44,0,0
6,-4,0.22000003,6.466,38,1,1
8,-7,0.37,5.358,81,1,0
10,-4,0.5,9.386,30,1,1
3,-6,0.02,6.439,27,0,0
6,-3,0.48,5.131,48,0,0
10,-6,0.46,6.024,55,1,0
6,-8,0.79,6.809,11,0,0
6,-5,0.65,4.493,68,1,0
4,-6,0.68,5.097,82,0,1
3,-3,0.47,4.907,10,0,0
6,-2,0.6,4.416,59,0,0
5,-6,0.39,5.038,72,1,0
6,-6,0.94,8.875,28,1,0
8,0,0.42000002,5.938,20,1,1
4,-4,0.050000012,6.882,88,1,1
3,-5,0.14,6.079,43,0,1
7,-6,0.5,6.227,54,0,0
6,-4,0.55,6.346,72,0,1
4,-7,0.79,4.252,79,1,0
3,-4,0.98,7.638,74,1,0
8,-6,0.89,7.703,24,0,1
9,-6,0.2,4.075,24,0,0
2,-8,0.7,5.683,70,0,1
6,-6,0.15,5.407,37,0,0
3,-5,0.2,8.042,55,0,0
8,-4,0.3,6.589,62,1,1
6,-4,0.43,5.281,60,1,1
5,-5,0.76,7.84,67,1,0
8,-3,0.66,8.473,18,0,0
8,-2,0.34,5.828,85,0,0
4,-2,0.55,4.114,85,0,0
6,-7,0.92,6.463,31,1,0
2,-6,0.41000003,8.243,58,1,1
6,-6,0.56,7.53,24,0,1
6,-5,0.5,8.996,16,0,0
8,-6,0.8,4.405,70,0,1
4,-8,0.76,4.542,42,0,1
10,-3,0.34,4.701,89,1,0
6,-6,0.33,5.216,62,1,1
10,-6,0.37,6.271,80,1,1
6,-6,0.95,7.301,60,1,1
4,-8,0.73,7.188,68,0,1
7,-2,0.81,5.004,45,1,0
8,-6,0.59,3.779,54,0,1
8,-4,0.38,8.657,68,1,1
3,-2,0.2,4.309,80,0,0
8,-6,0.04000002,6.811,36,0,1
6,-6,0.060000002,5.418,64,1,1
6,-2,0.37,6.232,88,0,0
6,-6,0.15,4.9,78,1,1
8,-4,0.48000002,5.663,72,1,1
4,-4,0.98,5.94,12,0,1
6,-4,0.96,8.487,37,1,0
4,-6,0.34,6.829,52,0,0
4,-5,0.14,8.537,15,0,0
8,-2,0.26,8.624,14,0,1
10,-7,0.7,8.788,56,1,0
7,-3,0.66,4.027,64,1,0
6,-8,0.76,4.869,44,0,1
3,-8,0.98,8.484,58,1,0
5,-7,0.43,8.843,33,0,0
6,-4,0.25,8.142,74,1,1
10,-4,0.08,6.65,48,1,0
9,-8,0.28,7.711,57,0,0
3,-7,0.26,7.785,16,0,0
9,-6,0.63,5.295,18,1,0
5,-7,0.65,4.521,85,1,0
6,-2,0.85,6.478,28,0,1
4,-2,0.97,4.134,74,0,1
7,-3,0.94,4.443,27,1,0
6,-2,0.36,4.762,43,0,0
4,-4,0.32,6.154,68,1,1
6,-4,0.72,7.49,53,1,0
9,-4,0.29,8.922,67,0,0
6,-6,0.19,4.903,26,1,1
8,-8,0.46,8.024,54,1,1
6,-6,0.47000003,6.006,32,1,1
8,-3,0.11,6.531,54,0,0
8,-6,0.29000002,7.792,62,1,1
8,-3,0.81,5.057,12,0,0
7,-2,0.06,7.312,35,0,0
8,-4,0.91999996,4.345,20,0,1
6,-6,0.3,6.556,29,0,0
8,-8,0.5,7.25,80,1,1
6,-8,0.88,6.633,74,0,1
9,-2,0.46,4.472,72,1,0
4,-4,0.47000003,8.53,84,1,1
8,-4,0.9,7.63,12,0,1
4,-7,0.23,8.003,49,0,0
2,-4,0.35000002,5.068,52,1,1
8,-4,0.2,5.331,20,0,0
4,-8,0.14,8.518,54,0,0
6,-3,0.99,5.536,20,1,0
8,-4,0.25,8.678,32,1,1
5,-5,0.31,6.253,35,0,0
6,-6,0.78999996,3.587,80,0,1
5,-2,0.9,6.41,25,1,0
10,-3,0.57,6.108,21,1,0
4,-6,0.59,6.454,82,0,0
8,-8,0.9,4.88,80,1,0
8,-8,0.71,7.061,50,0,1
8,-8,0.22000003,4.888,60,1,1
4,-6,0.12,7.516,64,0,0
7,-1,0.25,5.058,54,0,0
5,-8,0.13,5.222,88,0,1
8,-5,0.9,8.783,50,1,0
10,-2,0.36,8.429,74,1,0
3,-6,0.44,4.665,20,0,0
8,-8,0.07,9.205,50,0,1
8,-6,0.44,8.82,66,1,1
4,-8,0.39,5.322,54,0,1
4,-1,0.94,7.288,73,1,0
4,-6,0.88,6.644,76,0,1
6,-3,0.4,6.081,35,0,0
8,-2,0.61,5.345,60,0,1
7,-7,0.51,7.502,39,0,0
8,-4,0.16000003,6.017,50,1,1
5,-5,0.58,4.834,79,0,0
3,-8,0.6,6.716,49,0,0
9,-2,0.45,5.781,51,0,0
10,-7,0.81,7.304,69,1,0
8,-2,0.78999996,6.895,84,0,1
10,-6,0.05,5.03,44,1,0
4,-4,0.4,4.507,46,1,1
8,-2,0.27,8.924,88,1,1
7,-8,0.38,6.32,73,0,0
5,-3,0.24,7.797,38,0,0
4,-5,0.9,8.93,60,1,0
2,-6,0.90999997,7.308,38,0,1
4,-2,0.87,4.39,12,0,0
6,-4,0.85,7.9370003,44,0,1
6,-8,0.71,4.407,10,0,1
6,-6,0.55,6.777,22,0,1
10,-4,0.3,8.063,78,1,1
8,-8,0.22,6.353,77,0,0
8,-2,0.28,6.291,68,1,1
6,-5,0.36,5.86,43,0,0
10,-6,0.1,7.562,68,1,0
8,-4,0.97,7.665,62,0,1
8,-6,0.9,6.702,12,0,1
6,-8,0.39,8.222,80,1,1
3,-8,0.87,4.279,25,0,0
5,-4,0.76,6.413,46,0,0
3,-2,0.17,5.228,80,0,1
3,-5,0.85,5.084,75,1,0
10,-6,0.01,5.387,62,1,1
8,-4,0.88,6.018,26,0,1
8,-4,0.78999996,5.161,18,0,1
8,-8,0.33,6.408,74,1,1
8,-2,0.28,7.957,44,1,1
10,-2,0.43,8.198999,80,1,1
9,-2,0.1,7.897,85,0,0
5,-6,0.58,6.259,29,0,0
6,-4,0.97,3.934,32,0,1
8,-6,0.29000002,9.175,50,1,1
5,-8,0.8,7.32,60,1,0
10,-2,0.41000003,7.836,58,1,1
10,-6,0.55,8.056,16,0,1
8,-8,0.73,5.575,28,0,1
3,-3,0.13,7.578,17,0,1
4,-8,0.54,5.695,66,0,0
3,-3,0.47,5.207,13,0,0
4,-5,0.87,7.109,70,1,0
9,-5,0.41,8.245,15,0,0
3,-1,0.44,7.064,30,0,0
7,-4,0.36,8.737,69,0,0
5,-5,0.81,5.489,21,0,0
4,-6,0.16,8.12,70,0,0
8,-4,0.94,7.95,26,0,1
4,-6,0.45,4.842,56,1,1
4,-2,0.26,6.558,21,0,1
5,-4,0.0,4.898,67,0,0
5,-2,0.61,5.341,61,1,0
10,-2,0.4,8.194,30,1,1
10,-4,0.78,4.209,59,1,0
10,-2,0.82,5.706,60,1,0
10,-8,0.25,5.841,60,1,1
6,-7,0.78,5.371,25,1,0
6,-6,0.17000002,9.167,70,1,1
10,-8,0.35000002,8.783,56,1,1
4,-5,0.57,5.356,60,0,0
8,-4,0.35,6.198,65,0,0
8,-4,0.53,3.75,54,0,1
8,-8,0.46,7.547,62,1,1
9,-7,0.11,4.635,84,1,0
6,-8,0.99,3.7140002,16,0,1
10,0,0.45,6.062,20,1,1
8,-6,0.33,9.356,36,1,1
4,-4,0.74,6.867,58,0,1
5,-4,0.87,7.035,13,1,0
3,-1,0.31,6.102,51,0,0
6,0,0.35000002,5.869,56,1,1
3,-5,0.07,8.246,87,0,0
4,-4,0.29000002,8.02,56,1,1
6,-6,0.86,6.623,62,0,1
7,-3,0.96,8.173,13,1,0
8,-7,0.74,6.147,22,1,0
8,-8,0.78999996,6.562,90,0,1
4,-8,0.26,9.193,82,1,1
8,-2,0.65,7.99,25,0,0
10,-5,0.24,5.094,54,1,0
6,-4,0.15,5.49,64,1,1
4,-2,0.59,5.252,57,0,0
3,-8,0.12,8.801,15,0,1
8,-4,0.86,7.638,42,0,1
7,-3,0.31,4.188,89,0,0
6,-6,0.96,8.593,15,1,0
8,-6,0.47000003,5.455,72,1,1
9,-1,0.29,5.374,87,1,0
6,-6,0.3,5.877,16,0,1
5,-3,0.27,5.047,27,0,0
5,-4,0.93,8.788,60,1,0
6,-8,0.53,8.449,14,0,1
4,-4,0.18,7.364,66,1,1
9,-3,0.71,8.421,24,1,0
6,-8,0.56,8.084,34,0,1
6,-3,0.17,6.405,50,0,0
5,-4,0.57,8.14,45,0,0
4,-4,0.06,5.503,50,0,1
4,-8,0.110000014,4.778,66,1,1
10,-6,0.24000001,4.841,16,1,1
10,-7,0.07,8.427,83,1,0
8,-6,0.73,7.225,70,0,1
4,-4,0.97,5.64,50,1,0
8,-8,0.78999996,8.015,48,0,1
6,-6,0.78999996,4.518,40,0,1
7,-6,0.97,4.243,49,1,0
6,-2,0.99,6.167,26,0,1
9,-6,0.12,6.617,21,0,0
5,-2,0.53,4.354,13,0,0
10,-8,0.92,6.893,20,1,0
8,-6,0.71,6.97,54,0,1
8,-6,0.5,4.911,46,1,1
4,-6,0.2,5.617,68,1,1
9,-6,0.13,6.551,12,0,0
7,-6,0.84,7.28,44,1,0
6,-6,0.36,7.114,68,1,1
9,-7,0.25,5.793,47,1,0
6,-2,0.33,5.669,68,1,1
4,-8,0.27,9.365,70,1,1
10,-6,0.2,9.345,52,1,1
7,-1,0.07,4.48,57,0,0
6,-6,0.05,7.479,79,0,0
10,-8,0.54,6.891,21,1,0
10,-4,0.22000003,4.553,48,1,1
3,-6,0.09,4.822,58,0,1
10,0,0.4,6.378,72,1,1
4,-3,0.4,6.656,50,0,0
6,-6,0.07,4.843,46,1,1
7,-3,0.5,7.703,82,1,0
7,-6,0.86,4.862,78,1,0
8,-2,0.36,8.522,60,1,1
6,-4,0.18,7.16,84,1,1
9,-2,0.05,8.03,89,0,0
6,-8,0.17,6.639,69,0,0
9,-7,0.97,8.396,11,1,0
10,-2,0.5,6.863,87,1,0
8,-8,0.09,7.716,58,1,1
4,-4,0.2,7.8,84,1,1
6,-4,0.3,8.179,28,0,1
8,-8,0.48000002,4.889,12,1,1
4,-2,0.42,4.747,24,0,0
4,-2,0.75,4.271,40,0,1
8,-6,0.63,4.022,28,0,1
6,-2,0.67,6.655,10,0,1
10,-1,0.25,5.556,65,1,0
3,-2,0.51,5.497,64,0,0
4,-8,0.85,6.669,71,1,0
10,-5,0.78,8.436,37,1,0
7,-1,0.62,7.053,10,0,1
4,-5,0.1,6.461,27,0,0
5,-2,0.27,5.961,85,0,1
9,-6,0.76,5.704,65,1,0
6,-2,0.27,5.28,24,1,1
4,-4,0.52,5.571,86,0,1
8,-2,0.79,7.509,61,1,0
6,-8,0.47000003,5.82,36,1,1
10,-2,0.72,4.415,80,1,0
8,-4,0.41000003,6.058,14,1,1
8,-8,0.36,8.176,60,1,1
6,-6,0.22,4.848,26,0,0
6,-6,0.14,7.525,38,1,1
4,-4,0.73,4.488,41,1,0
6,-6,0.54,4.267,68,0,1
4,0,0.44,7.983,14,1,1
6,-8,0.18,8.621,40,1,1
5,-3,0.64,5.307,33,0,0
10,-5,0.13,8.548,34,0,0
6,-8,0.14,8.332,42,0,1
8,-6,0.75,6.153,24,0,1
8,-2,0.61,5.422,74,0,1
3,-2,0.18,5.299,40,0,1
6,-5,0.03,6.363,31,0,0
4,-4,0.82,7.204,12,1,0
8,-8,0.96,6.57,42,0,1
8,-4,0.08,4.621,12,1,1
3,-3,0.61,7.474,75,1,0
8,-4,0.33,7.891,64,1,1
3,-6,0.03,4.492,35,0,1
10,-7,0.78,6.36,27,1,0
